transaction_id,timestamp,amount,merchant_category,card_present,hour_of_day,day_of_week,country_mismatch,previous_fraud_flag,is_fraud
TXN0002198,2024-06-08 09:15:21,1.11,healthcare,0,9,5,0,0,0
TXN0002199,2024-06-08 09:35:28,70.9,retail,1,9,5,0,0,0
TXN0002200,2024-06-08 09:38:39,37.38,restaurant,1,9,5,0,0,0
TXN0002201,2024-06-08 13:14:29,37.33,restaurant,1,13,5,0,0,0
TXN0002202,2024-06-08 13:27:02,20.42,grocery,1,13,5,0,0,0
TXN0002203,2024-06-08 19:29:31,16.61,restaurant,0,19,5,0,0,0
TXN0002204,2024-06-08 20:02:21,21.25,grocery,1,20,5,1,0,0
TXN0002205,2024-06-08 20:24:06,57.73,restaurant,0,20,5,0,0,1
TXN0002206,2024-06-08 20:47:20,71.3,grocery,1,20,5,0,0,0
TXN0002207,2024-06-09 00:15:49,25.1,restaurant,1,0,6,0,0,0
TXN0002208,2024-06-09 04:04:41,103.41,online,1,4,6,0,0,0
TXN0002209,2024-06-09 04:34:30,30.12,grocery,0,4,6,0,0,0
TXN0002210,2024-06-09 04:51:51,18.08,retail,0,4,6,0,0,0
TXN0002211,2024-06-09 07:12:13,42.02,entertainment,1,7,6,0,0,0
TXN0002212,2024-06-09 08:53:40,6.48,retail,1,8,6,1,1,0
TXN0002213,2024-06-09 11:00:53,43.78,grocery,1,11,6,1,0,0
TXN0002214,2024-06-09 11:41:54,5.2,restaurant,1,11,6,0,0,0
TXN0002215,2024-06-09 12:43:37,9.65,retail,1,12,6,0,0,0
TXN0002216,2024-06-09 14:21:22,2.94,retail,0,14,6,0,0,0
TXN0002217,2024-06-09 14:50:20,26.84,grocery,1,14,6,0,0,0
TXN0002218,2024-06-09 15:10:37,228.51,retail,0,15,6,0,0,0
TXN0002219,2024-06-09 17:41:52,28.78,retail,0,17,6,1,0,0
TXN0002220,2024-06-09 22:49:57,71.69,restaurant,1,22,6,0,0,0
TXN0002221,2024-06-09 23:42:36,557.12,retail,1,23,6,0,0,0
TXN0002222,2024-06-09 23:50:17,53.78,grocery,0,23,6,0,0,0
TXN0002223,2024-06-10 00:37:56,13.22,restaurant,1,0,0,0,0,0
TXN0002224,2024-06-10 01:06:40,15.59,online,1,1,0,1,0,0
TXN0002225,2024-06-10 10:40:18,33.14,restaurant,0,10,0,0,0,0
TXN0002226,2024-06-10 12:50:48,15.5,retail,1,12,0,0,0,0
TXN0002227,2024-06-10 13:13:56,16.95,restaurant,0,13,0,0,0,0
TXN0002228,2024-06-10 13:40:00,108.02,restaurant,1,13,0,0,0,0
TXN0002229,2024-06-10 13:51:07,113.45,fuel,1,13,0,1,0,0
TXN0002230,2024-06-10 14:39:59,4.59,restaurant,1,14,0,0,0,0
TXN0002231,2024-06-10 15:22:45,12.41,grocery,1,15,0,0,0,0
TXN0002232,2024-06-10 20:18:30,18.98,entertainment,1,20,0,0,0,0
TXN0002233,2024-06-10 22:58:01,67.96,online,1,22,0,0,0,0
TXN0002234,2024-06-10 23:15:08,130.54,travel,1,23,0,1,0,0
TXN0002235,2024-06-11 00:56:22,847.56,grocery,1,0,1,1,0,0
TXN0002236,2024-06-11 04:48:08,18.94,grocery,1,4,1,0,0,0
TXN0002237,2024-06-11 05:35:20,20.11,travel,1,5,1,1,0,0
TXN0002238,2024-06-11 07:28:01,67.11,grocery,1,7,1,0,0,0
TXN0002239,2024-06-11 09:39:17,14.6,grocery,1,9,1,0,0,0
TXN0002240,2024-06-11 10:20:26,27.96,online,1,10,1,0,0,0
TXN0002241,2024-06-11 11:49:55,20.12,restaurant,1,11,1,0,0,0
TXN0002242,2024-06-11 12:32:31,1.42,grocery,1,12,1,0,0,0
TXN0002243,2024-06-11 14:33:38,38.39,grocery,1,14,1,0,0,0
TXN0002244,2024-06-11 16:13:20,26.61,retail,0,16,1,0,0,0
TXN0002245,2024-06-11 16:36:06,152.24,retail,0,16,1,0,0,0
TXN0002246,2024-06-11 19:35:54,33.33,entertainment,1,19,1,0,0,0
TXN0002247,2024-06-11 20:19:44,7.35,grocery,0,20,1,0,0,0
TXN0002248,2024-06-11 21:09:00,24.3,grocery,1,21,1,0,0,0
TXN0002249,2024-06-11 21:21:47,2.69,retail,1,21,1,0,0,0
TXN0002250,2024-06-11 21:25:59,7.74,restaurant,1,21,1,0,0,0
TXN0002251,2024-06-11 22:22:19,70.99,retail,1,22,1,0,0,0
TXN0002252,2024-06-11 23:41:26,24.61,fuel,1,23,1,0,0,0
TXN0002253,2024-06-11 23:46:46,100.18,retail,1,23,1,0,0,0
TXN0002254,2024-06-12 02:18:29,3.13,restaurant,0,2,2,0,0,0
TXN0002255,2024-06-12 03:55:40,24.76,healthcare,1,3,2,0,0,0
TXN0002256,2024-06-12 04:03:15,18.72,grocery,1,4,2,1,0,0
TXN0002257,2024-06-12 05:18:37,104.27,fuel,1,5,2,0,0,0
TXN0002258,2024-06-12 06:40:37,74.24,retail,1,6,2,0,0,0
TXN0002259,2024-06-12 07:09:37,71.57,retail,1,7,2,0,0,0
TXN0002260,2024-06-12 14:17:46,210.54,fuel,1,14,2,0,0,0
TXN0002261,2024-06-12 14:22:22,21.29,retail,1,14,2,1,0,0
TXN0002262,2024-06-12 14:35:16,164.37,retail,1,14,2,0,0,0
TXN0002263,2024-06-12 14:37:53,9.46,restaurant,1,14,2,0,0,0
TXN0002264,2024-06-12 14:41:26,9.05,travel,0,14,2,0,0,0
TXN0002265,2024-06-12 18:52:13,81.72,retail,0,18,2,0,0,0
TXN0002266,2024-06-12 19:19:10,5.44,grocery,1,19,2,0,0,0
TXN0002267,2024-06-12 20:59:20,65.85,travel,1,20,2,0,1,0
TXN0002268,2024-06-12 20:59:36,37.4,travel,0,20,2,0,0,0
TXN0002269,2024-06-12 23:40:22,119.85,restaurant,0,23,2,1,0,0
TXN0002270,2024-06-13 00:24:24,30.84,grocery,1,0,3,0,0,0
TXN0002271,2024-06-13 00:39:47,35.42,retail,1,0,3,0,0,0
TXN0002272,2024-06-13 01:54:08,61.01,grocery,0,1,3,0,0,0
TXN0002273,2024-06-13 02:18:33,14.95,grocery,1,2,3,0,0,0
TXN0002274,2024-06-13 02:46:56,14.19,retail,0,2,3,0,0,0
TXN0002275,2024-06-13 03:27:33,58.52,grocery,1,3,3,0,0,0
TXN0002276,2024-06-13 04:40:15,31.97,restaurant,1,4,3,0,0,0
TXN0002277,2024-06-13 04:46:02,20.31,travel,0,4,3,0,0,0
TXN0002278,2024-06-13 09:22:50,29.98,restaurant,0,9,3,0,0,0
TXN0002279,2024-06-13 10:01:32,224.41,healthcare,1,10,3,0,0,0
TXN0002280,2024-06-13 10:02:12,19.46,fuel,0,10,3,0,0,0
TXN0002281,2024-06-13 11:02:59,18.79,retail,0,11,3,0,0,0
TXN0002282,2024-06-13 11:15:25,4.27,fuel,1,11,3,0,0,0
TXN0002283,2024-06-13 13:43:21,31.47,entertainment,0,13,3,0,0,0
TXN0002284,2024-06-13 15:10:02,72.84,restaurant,1,15,3,0,0,0
TXN0002285,2024-06-13 17:51:48,90.33,online,1,17,3,0,0,0
TXN0002286,2024-06-13 19:40:58,37.71,grocery,0,19,3,0,0,0
TXN0002287,2024-06-13 22:25:38,104.27,travel,1,22,3,0,0,0
TXN0002288,2024-06-13 23:28:43,79.64,retail,0,23,3,0,0,0
TXN0002289,2024-06-14 01:02:42,125.91,grocery,1,1,4,0,0,0
TXN0002290,2024-06-14 01:42:33,107.9,restaurant,1,1,4,0,0,0
TXN0002291,2024-06-14 03:09:18,217.89,fuel,1,3,4,0,0,0
TXN0002292,2024-06-14 03:27:50,27.01,restaurant,1,3,4,0,0,0
TXN0002293,2024-06-14 03:33:56,6.74,grocery,0,3,4,0,0,0
TXN0002294,2024-06-14 03:58:10,73.44,grocery,1,3,4,0,0,0
TXN0002295,2024-06-14 04:42:09,84.49,retail,1,4,4,1,0,0
TXN0002296,2024-06-14 07:07:12,217.89,online,1,7,4,0,0,0
TXN0002297,2024-06-14 10:43:55,154.09,online,1,10,4,0,0,0
TXN0002298,2024-06-14 10:50:26,341.92,retail,1,10,4,1,0,0
TXN0002299,2024-06-14 15:12:52,69.67,grocery,0,15,4,0,0,0
TXN0002300,2024-06-14 16:08:12,43.58,grocery,1,16,4,0,0,0
TXN0002301,2024-06-14 19:49:31,6.28,retail,1,19,4,1,0,0
TXN0002302,2024-06-14 19:57:41,47.93,online,1,19,4,0,0,0
TXN0002303,2024-06-14 21:02:49,17.06,online,1,21,4,0,0,0
TXN0002304,2024-06-14 21:05:27,42.68,restaurant,1,21,4,0,0,0
TXN0002305,2024-06-14 21:19:39,35.35,retail,1,21,4,0,0,0
TXN0002306,2024-06-14 23:11:32,58.33,retail,1,23,4,0,0,0
TXN0002307,2024-06-14 23:23:34,29.47,retail,1,23,4,0,0,0
TXN0002308,2024-06-14 23:59:21,101.7,retail,1,23,4,0,0,0
TXN0002309,2024-06-15 00:52:29,1.26,travel,0,0,5,0,0,0
TXN0002310,2024-06-15 02:49:56,41.6,retail,1,2,5,1,0,0
TXN0002311,2024-06-15 04:53:04,140.19,fuel,0,4,5,0,0,0
TXN0002312,2024-06-15 05:47:17,312.33,restaurant,1,5,5,1,0,0
TXN0002313,2024-06-15 07:33:48,79.71,grocery,1,7,5,0,0,0
TXN0002314,2024-06-15 08:36:01,250.1,grocery,0,8,5,0,0,0
TXN0002315,2024-06-15 08:52:11,40.56,retail,1,8,5,0,0,0
TXN0002316,2024-06-15 11:03:11,33.23,retail,1,11,5,0,0,0
TXN0002317,2024-06-15 12:15:45,62.51,retail,1,12,5,0,0,0
TXN0002318,2024-06-15 14:05:52,32.99,online,0,14,5,0,0,0
TXN0002319,2024-06-15 14:31:16,12.95,restaurant,1,14,5,0,0,0
TXN0002320,2024-06-15 15:21:16,17.84,travel,0,15,5,0,0,0
TXN0002321,2024-06-15 16:19:02,8.72,travel,1,16,5,0,0,0
TXN0002322,2024-06-15 22:58:37,62.43,restaurant,1,22,5,1,0,0
TXN0002323,2024-06-16 02:31:55,33.57,restaurant,1,2,6,1,1,0
TXN0002324,2024-06-16 06:22:31,21.49,grocery,1,6,6,0,0,0
TXN0002325,2024-06-16 07:22:34,16.78,restaurant,0,7,6,0,0,0
TXN0002326,2024-06-16 08:52:52,60.71,online,1,8,6,0,0,0
TXN0002327,2024-06-16 08:59:28,84.48,entertainment,0,8,6,0,0,0
TXN0002328,2024-06-16 12:06:07,8.53,retail,1,12,6,1,0,0
TXN0002329,2024-06-16 12:13:40,7.06,restaurant,1,12,6,0,0,0
TXN0002330,2024-06-16 19:03:17,104.11,travel,1,19,6,0,0,0
TXN0002331,2024-06-16 20:07:43,6.36,online,0,20,6,0,0,0
TXN0002332,2024-06-16 21:53:50,63.88,restaurant,1,21,6,0,0,0
TXN0002333,2024-06-16 23:43:15,230.51,online,1,23,6,1,0,0
TXN0002334,2024-06-17 01:57:15,231.15,grocery,0,1,0,0,0,0
TXN0002335,2024-06-17 04:03:42,80.27,grocery,1,4,0,0,0,0
TXN0002336,2024-06-17 04:20:30,77.52,grocery,1,4,0,0,0,0
TXN0002337,2024-06-17 05:45:32,493.88,grocery,0,5,0,0,0,0
TXN0002338,2024-06-17 07:13:51,2.01,entertainment,1,7,0,0,0,0
TXN0002339,2024-06-17 08:11:23,18.97,restaurant,1,8,0,0,0,0
TXN0002340,2024-06-17 12:07:41,91.67,restaurant,1,12,0,0,0,0
TXN0002341,2024-06-17 12:43:48,22.09,restaurant,0,12,0,0,0,0
TXN0002342,2024-06-17 13:10:02,146.6,restaurant,1,13,0,0,0,0
TXN0002343,2024-06-17 13:31:29,31.59,restaurant,0,13,0,0,0,0
TXN0002344,2024-06-17 14:02:40,38.79,grocery,0,14,0,0,0,0
TXN0002345,2024-06-17 17:07:00,23.82,travel,1,17,0,0,0,0
TXN0002346,2024-06-17 18:10:33,17.69,grocery,1,18,0,1,0,0
TXN0002347,2024-06-17 20:23:42,17.18,online,0,20,0,0,0,0
TXN0002348,2024-06-17 22:07:20,45.85,grocery,1,22,0,1,0,0
TXN0002349,2024-06-17 23:21:33,13.07,online,1,23,0,0,0,0
TXN0002350,2024-06-17 23:56:54,103.94,online,1,23,0,0,0,0
TXN0002351,2024-06-18 01:41:01,72.52,grocery,0,1,1,0,0,0
TXN0002352,2024-06-18 05:47:57,123.88,grocery,1,5,1,0,0,0
TXN0002353,2024-06-18 07:08:03,8.54,fuel,1,7,1,0,0,0
TXN0002354,2024-06-18 07:24:18,4.31,retail,1,7,1,0,0,0
TXN0002355,2024-06-18 07:45:00,32.95,travel,1,7,1,1,0,0
TXN0002356,2024-06-18 07:57:33,1073.37,grocery,0,7,1,1,0,0
TXN0002357,2024-06-18 09:52:52,151.33,restaurant,1,9,1,0,0,0
TXN0002358,2024-06-18 11:51:45,17.02,retail,0,11,1,0,0,0
TXN0002359,2024-06-18 14:35:37,55.11,entertainment,0,14,1,0,0,0
TXN0002360,2024-06-18 17:10:02,79.29,restaurant,1,17,1,0,0,0
TXN0002361,2024-06-18 17:31:25,6.41,online,0,17,1,0,0,0
TXN0002362,2024-06-19 00:02:06,171.32,travel,0,0,2,0,0,0
TXN0002363,2024-06-19 02:01:47,27.09,grocery,0,2,2,0,0,0
TXN0002364,2024-06-19 06:37:16,29.7,restaurant,0,6,2,0,0,0
TXN0002365,2024-06-19 08:28:33,34.07,grocery,1,8,2,0,0,0
TXN0002366,2024-06-19 08:31:29,130.77,retail,0,8,2,0,0,0
TXN0002367,2024-06-19 11:51:43,13.38,travel,1,11,2,0,0,0
TXN0002368,2024-06-19 12:56:03,4.27,retail,0,12,2,0,0,0
TXN0002369,2024-06-19 14:15:46,48.79,grocery,1,14,2,0,0,0
TXN0002370,2024-06-19 14:22:37,2.85,travel,1,14,2,0,0,0
TXN0002371,2024-06-19 15:09:52,23.07,retail,0,15,2,0,0,0
TXN0002372,2024-06-19 16:31:43,137.59,retail,1,16,2,0,0,0
TXN0002373,2024-06-19 16:38:07,66.35,retail,1,16,2,0,0,0
TXN0002374,2024-06-19 17:16:58,115.68,grocery,0,17,2,0,0,0
TXN0002375,2024-06-19 18:23:57,69.72,travel,0,18,2,0,0,0
TXN0002376,2024-06-19 21:42:25,597.29,restaurant,1,21,2,0,0,0
TXN0002377,2024-06-19 22:29:16,16.35,restaurant,0,22,2,0,1,0
TXN0002378,2024-06-19 22:52:24,53.4,grocery,0,22,2,0,0,0
TXN0002379,2024-06-19 23:12:57,19.58,retail,0,23,2,0,0,0
TXN0002380,2024-06-19 23:19:47,104.39,retail,1,23,2,0,0,0
TXN0002381,2024-06-20 01:37:35,30.76,restaurant,1,1,3,0,0,0
TXN0002382,2024-06-20 02:19:53,260.5,online,0,2,3,0,0,0
TXN0002383,2024-06-20 02:40:08,17.51,online,0,2,3,0,1,0
TXN0002384,2024-06-20 03:19:41,179.21,grocery,1,3,3,0,0,1
TXN0002385,2024-06-20 04:29:04,67.48,travel,1,4,3,0,0,0
TXN0002386,2024-06-20 07:18:14,31.85,restaurant,1,7,3,0,0,0
TXN0002387,2024-06-20 09:13:00,63.49,healthcare,0,9,3,0,0,0
TXN0002388,2024-06-20 09:18:32,45.31,grocery,0,9,3,0,0,0
TXN0002389,2024-06-20 11:27:20,50.76,restaurant,1,11,3,0,0,0
TXN0002390,2024-06-20 12:48:50,25.84,retail,1,12,3,0,0,0
TXN0002391,2024-06-20 14:41:10,14.27,restaurant,1,14,3,0,0,0
TXN0002392,2024-06-20 15:36:58,22.15,travel,0,15,3,0,0,0
TXN0002393,2024-06-20 16:07:14,4.39,retail,1,16,3,0,1,0
TXN0002394,2024-06-20 21:54:48,90.95,grocery,1,21,3,1,1,0
TXN0002395,2024-06-20 22:48:09,7.52,retail,1,22,3,0,0,0
TXN0002396,2024-06-21 02:27:07,25.5,entertainment,0,2,4,0,0,0
TXN0002397,2024-06-21 02:55:41,72.07,online,1,2,4,0,0,0
TXN0002398,2024-06-21 03:34:05,90.67,retail,1,3,4,0,0,0
TXN0002399,2024-06-21 06:12:16,3.94,restaurant,1,6,4,0,0,0
TXN0002400,2024-06-21 10:49:32,29.66,grocery,0,10,4,0,0,0
TXN0002401,2024-06-21 11:35:25,57.49,entertainment,1,11,4,0,0,0
TXN0002402,2024-06-21 13:35:15,35.25,online,1,13,4,0,0,0
TXN0002403,2024-06-21 14:25:39,166.15,retail,1,14,4,0,0,0
TXN0002404,2024-06-21 16:50:30,12.35,entertainment,1,16,4,0,0,0
TXN0002405,2024-06-21 19:46:01,2.83,grocery,0,19,4,0,0,0
TXN0002406,2024-06-21 23:39:02,87.57,travel,0,23,4,0,0,0
TXN0002407,2024-06-22 01:14:52,17.38,grocery,1,1,5,0,0,0
TXN0002408,2024-06-22 01:24:08,4.01,grocery,0,1,5,0,0,0
TXN0002409,2024-06-22 01:43:05,27.38,retail,1,1,5,0,0,0
TXN0002410,2024-06-22 03:19:31,144.99,restaurant,0,3,5,0,0,0
TXN0002411,2024-06-22 06:03:35,7.27,fuel,1,6,5,0,0,0
TXN0002412,2024-06-22 07:55:15,546.31,restaurant,1,7,5,0,0,0
TXN0002413,2024-06-22 09:11:47,12.12,online,0,9,5,0,0,0
TXN0002414,2024-06-22 11:40:37,36.76,online,0,11,5,0,0,0
TXN0002415,2024-06-22 12:41:17,7.67,travel,0,12,5,0,0,0
TXN0002416,2024-06-22 13:23:51,34.81,fuel,0,13,5,0,0,1
TXN0002417,2024-06-22 13:54:57,28.21,restaurant,0,13,5,0,0,0
TXN0002418,2024-06-22 15:10:30,5.54,restaurant,0,15,5,0,0,1
TXN0002419,2024-06-22 17:08:06,983.38,grocery,1,17,5,0,0,0
TXN0002420,2024-06-22 18:33:49,18.28,restaurant,1,18,5,0,0,0
TXN0002421,2024-06-22 18:55:56,18.3,entertainment,0,18,5,0,0,0
TXN0002422,2024-06-22 19:18:41,105.94,retail,1,19,5,0,0,0
TXN0002423,2024-06-22 20:00:50,292.1,restaurant,0,20,5,0,0,0
TXN0002424,2024-06-23 04:16:39,127.96,grocery,1,4,6,0,0,0
TXN0002425,2024-06-23 04:33:37,7.83,retail,1,4,6,0,0,0
TXN0002426,2024-06-23 04:55:57,42.81,online,1,4,6,0,0,0
TXN0002427,2024-06-23 06:35:03,3.46,restaurant,0,6,6,0,0,0
TXN0002428,2024-06-23 06:57:05,97.71,online,1,6,6,0,0,1
TXN0002429,2024-06-23 08:04:32,4.65,retail,0,8,6,0,0,0
TXN0002430,2024-06-23 08:12:11,12.63,online,1,8,6,0,0,0
TXN0002431,2024-06-23 10:12:17,32.99,restaurant,1,10,6,0,0,0
TXN0002432,2024-06-23 10:48:43,56.49,travel,0,10,6,0,0,0
TXN0002433,2024-06-23 11:43:57,24.21,grocery,1,11,6,0,0,0
TXN0002434,2024-06-23 12:47:15,204.98,restaurant,0,12,6,0,0,0
TXN0002435,2024-06-23 14:49:37,78.88,online,1,14,6,1,0,0
TXN0002436,2024-06-23 15:54:10,71.78,travel,1,15,6,0,0,0
TXN0002437,2024-06-23 18:52:19,7.57,grocery,1,18,6,0,0,0
TXN0002438,2024-06-23 19:23:32,254.48,online,0,19,6,0,1,1
TXN0002439,2024-06-23 23:16:38,12.63,grocery,1,23,6,0,0,0
TXN0002440,2024-06-23 23:41:36,266.41,retail,1,23,6,0,0,0
TXN0002441,2024-06-24 02:19:51,374.89,healthcare,0,2,0,0,0,0
TXN0002442,2024-06-24 03:02:05,61.26,retail,0,3,0,0,0,0
TXN0002443,2024-06-24 03:36:12,114.25,online,0,3,0,0,0,0
TXN0002444,2024-06-24 05:16:09,0.82,retail,0,5,0,0,1,0
TXN0002445,2024-06-24 10:07:22,26.21,online,1,10,0,0,0,0
TXN0002446,2024-06-24 12:46:31,124.29,travel,1,12,0,0,0,0
TXN0002447,2024-06-24 13:33:56,100.43,travel,0,13,0,0,0,0
TXN0002448,2024-06-24 14:38:18,7.66,grocery,0,14,0,0,0,0
TXN0002449,2024-06-24 16:50:54,23.28,online,0,16,0,0,0,0
TXN0002450,2024-06-24 17:51:50,1.58,grocery,0,17,0,1,0,0
TXN0002451,2024-06-24 18:44:32,54.36,healthcare,0,18,0,0,0,0
TXN0002452,2024-06-24 20:14:55,3.46,grocery,1,20,0,1,0,0
TXN0002453,2024-06-24 22:35:22,128.58,grocery,1,22,0,0,0,0
TXN0002454,2024-06-24 22:37:57,136.9,online,0,22,0,0,1,0
TXN0002455,2024-06-24 22:45:44,18.74,grocery,1,22,0,0,0,0
TXN0002456,2024-06-25 00:58:41,61.9,restaurant,1,0,1,0,0,0
TXN0002457,2024-06-25 01:36:49,25.52,online,1,1,1,0,0,0
TXN0002458,2024-06-25 03:20:06,44.27,grocery,1,3,1,0,0,0
TXN0002459,2024-06-25 03:50:16,8.36,grocery,0,3,1,0,0,0
TXN0002460,2024-06-25 06:32:25,69.89,retail,0,6,1,0,0,0
TXN0002461,2024-06-25 09:50:22,4.62,grocery,1,9,1,0,0,0
TXN0002462,2024-06-26 09:45:22,3.68,grocery,1,9,2,0,0,0
TXN0002463,2024-06-26 11:02:33,28.61,grocery,1,11,2,0,0,0
TXN0002464,2024-06-26 11:49:05,25.7,restaurant,0,11,2,1,0,0
TXN0002465,2024-06-26 15:07:37,45.91,restaurant,1,15,2,0,0,0
TXN0002466,2024-06-26 19:07:51,15.19,grocery,1,19,2,0,0,0
TXN0002467,2024-06-26 23:01:35,318.25,retail,1,23,2,0,0,0
TXN0002468,2024-06-27 04:24:46,40.15,retail,1,4,3,1,0,0
TXN0002469,2024-06-27 04:34:27,43.79,grocery,1,4,3,0,0,0
TXN0002470,2024-06-27 06:06:03,41.96,restaurant,0,6,3,0,0,0
TXN0002471,2024-06-27 07:59:46,110.33,entertainment,1,7,3,0,0,0
TXN0002472,2024-06-27 08:30:56,66.1,retail,1,8,3,0,0,0
TXN0002473,2024-06-27 10:44:56,56.28,restaurant,1,10,3,0,0,0
TXN0002474,2024-06-27 13:51:21,80.09,retail,1,13,3,0,0,0
TXN0002475,2024-06-27 13:57:47,3.71,grocery,1,13,3,0,0,0
TXN0002476,2024-06-27 16:02:15,3.88,online,0,16,3,0,0,0
TXN0002477,2024-06-27 17:46:11,30.23,fuel,1,17,3,1,0,0
TXN0002478,2024-06-27 18:51:37,26.12,fuel,0,18,3,0,0,0
TXN0002479,2024-06-27 19:06:40,66.4,grocery,1,19,3,1,0,0
TXN0002480,2024-06-27 22:07:49,33.92,restaurant,0,22,3,0,1,0
TXN0002481,2024-06-28 00:53:09,66.57,grocery,1,0,4,0,0,0
TXN0002482,2024-06-28 01:43:31,7.43,restaurant,1,1,4,0,0,0
TXN0002483,2024-06-28 02:35:35,32.69,restaurant,1,2,4,0,0,0
TXN0002484,2024-06-28 05:04:09,6.62,travel,1,5,4,0,0,0
TXN0002485,2024-06-28 07:24:54,52.68,grocery,1,7,4,0,0,0
TXN0002486,2024-06-28 12:16:41,3.48,fuel,0,12,4,0,0,0
TXN0002487,2024-06-28 13:20:15,50.3,grocery,1,13,4,0,0,0
TXN0002488,2024-06-28 14:42:52,5.68,grocery,0,14,4,0,0,0
TXN0002489,2024-06-28 15:15:43,20.9,online,0,15,4,0,0,0
TXN0002490,2024-06-28 16:13:28,96.92,travel,1,16,4,0,0,0
TXN0002491,2024-06-28 20:35:54,43.5,restaurant,0,20,4,0,0,0
TXN0002492,2024-06-28 21:05:15,4.6,retail,1,21,4,0,0,0
TXN0002493,2024-06-28 23:24:42,14.78,grocery,1,23,4,0,0,0
TXN0002494,2024-06-29 01:13:12,5.46,grocery,1,1,5,1,0,0
TXN0002495,2024-06-29 03:07:03,4.33,retail,0,3,5,0,0,0
TXN0002496,2024-06-29 04:34:02,38.14,restaurant,1,4,5,1,0,0
TXN0002497,2024-06-29 07:18:30,64.87,retail,1,7,5,0,0,0
TXN0002498,2024-06-29 07:21:34,56.19,grocery,0,7,5,0,0,0
TXN0002499,2024-06-29 07:59:49,68.25,travel,1,7,5,0,0,0
TXN0002500,2024-06-29 08:40:50,32.65,online,1,8,5,0,1,0
TXN0002501,2024-06-29 10:11:43,23.85,grocery,1,10,5,0,0,0
TXN0002502,2024-06-29 10:44:51,9.14,grocery,0,10,5,0,0,0
TXN0002503,2024-06-29 12:41:52,19.53,retail,1,12,5,0,0,0
TXN0002504,2024-06-29 14:09:52,6.78,online,1,14,5,0,0,0
TXN0002505,2024-06-29 14:38:55,12.01,travel,0,14,5,0,0,0
TXN0002506,2024-06-29 16:46:30,36.84,travel,0,16,5,0,0,0
TXN0002507,2024-06-29 20:38:14,28.75,restaurant,1,20,5,0,0,0
TXN0002508,2024-06-29 21:30:01,1309.86,grocery,1,21,5,0,0,0
TXN0002509,2024-06-29 21:40:57,6.59,retail,1,21,5,0,0,0
TXN0002510,2024-06-29 23:13:16,28.5,grocery,0,23,5,0,0,0
TXN0002511,2024-06-30 03:29:21,6.0,online,1,3,6,0,0,0
TXN0002512,2024-06-30 04:37:01,20.79,grocery,1,4,6,0,0,0
TXN0002513,2024-06-30 06:07:57,21.83,restaurant,1,6,6,0,0,0
TXN0002514,2024-06-30 07:25:32,91.27,retail,1,7,6,0,0,0
TXN0002515,2024-06-30 08:09:04,19.31,retail,1,8,6,1,0,1
TXN0002516,2024-06-30 08:59:21,26.32,retail,0,8,6,0,0,0
TXN0002517,2024-06-30 12:36:41,19.76,retail,1,12,6,0,0,0
TXN0002518,2024-06-30 15:23:37,6.16,fuel,1,15,6,1,0,0
TXN0002519,2024-06-30 16:39:14,15.14,online,0,16,6,0,0,0
TXN0002520,2024-06-30 17:52:58,20.94,entertainment,1,17,6,0,0,0
TXN0002521,2024-06-30 18:27:54,36.18,retail,1,18,6,0,0,0
TXN0002522,2024-06-30 22:37:01,64.76,travel,1,22,6,0,0,0
TXN0002523,2024-06-30 23:44:10,24.99,retail,0,23,6,0,0,0
TXN0002524,2024-07-01 00:04:56,24.47,retail,1,0,0,0,0,0
TXN0002525,2024-07-01 01:38:11,4.2,restaurant,0,1,0,0,0,0
TXN0002526,2024-07-01 04:41:00,63.29,retail,1,4,0,0,0,0
TXN0002527,2024-07-01 04:56:29,14.37,grocery,1,4,0,0,0,0
TXN0002528,2024-07-01 05:55:45,81.17,grocery,1,5,0,0,0,0
TXN0002529,2024-07-01 06:48:23,160.73,online,1,6,0,0,0,0
TXN0002530,2024-07-01 13:50:11,26.43,grocery,1,13,0,0,0,0
TXN0002531,2024-07-01 15:04:58,9.7,retail,0,15,0,0,0,0
TXN0002532,2024-07-01 17:40:44,32.46,retail,1,17,0,0,0,0
TXN0002533,2024-07-01 17:47:20,50.32,grocery,1,17,0,0,0,0
TXN0002534,2024-07-01 18:29:34,22.68,entertainment,0,18,0,0,0,0
TXN0002535,2024-07-01 18:42:41,16.83,grocery,1,18,0,0,0,0
TXN0002536,2024-07-01 21:09:08,65.12,entertainment,1,21,0,0,0,0
TXN0002537,2024-07-02 02:45:07,60.17,online,1,2,1,0,0,0
TXN0002538,2024-07-02 03:16:56,21.86,grocery,1,3,1,0,0,0
TXN0002539,2024-07-02 03:28:44,4.55,grocery,0,3,1,0,0,0
TXN0002540,2024-07-02 09:08:16,57.26,restaurant,0,9,1,0,0,0
TXN0002541,2024-07-02 10:00:19,13.19,restaurant,1,10,1,0,1,0
TXN0002542,2024-07-02 11:28:15,42.83,grocery,0,11,1,1,0,0
TXN0002543,2024-07-02 13:11:04,39.7,healthcare,1,13,1,0,0,0
TXN0002544,2024-07-02 13:13:59,3.43,grocery,0,13,1,0,0,0
TXN0002545,2024-07-02 13:25:23,36.5,online,0,13,1,0,0,0
TXN0002546,2024-07-02 15:15:16,61.4,grocery,1,15,1,0,0,0
TXN0002547,2024-07-02 16:57:03,71.14,healthcare,1,16,1,0,0,0
